datetime,open,high,low,close,volume
2026-02-16 09:15:00,59932.69921875,60440.1484375,59896.30078125,60440.1484375,0
2026-02-16 10:15:00,60439.44921875,60474.44921875,60353.75,60429.19921875,0
2026-02-16 11:15:00,60431.3515625,60496.5,60374.0,60477.30078125,0
2026-02-16 12:15:00,60478.3515625,60751.1015625,60457.8984375,60703.5,0
2026-02-16 13:15:00,60705.3984375,60807.0,60668.3984375,60782.80078125,0
2026-02-16 14:15:00,60777.6484375,60988.8984375,60771.6484375,60931.5,0
2026-02-16 15:15:00,60933.94921875,61010.5,60913.6484375,60993.8515625,0
2026-02-17 09:15:00,60838.55078125,60879.6484375,60561.44921875,60878.19921875,0
2026-02-17 10:15:00,60878.6484375,61177.19921875,60863.6015625,61029.8984375,0
2026-02-17 11:15:00,61029.55078125,61162.8515625,61000.8515625,61137.5,0
2026-02-17 12:15:00,61138.1015625,61195.8515625,61080.05078125,61151.44921875,0
2026-02-17 13:15:00,61151.8515625,61238.1484375,61044.3984375,61054.25,0
2026-02-17 14:15:00,61052.30078125,61206.75,61034.75,61158.1484375,0
2026-02-17 15:15:00,61158.1015625,61200.3515625,61133.05078125,61144.1484375,0
2026-02-18 09:15:00,61254.30078125,61309.30078125,61107.25,61222.3515625,0
2026-02-18 10:15:00,61228.3515625,61278.3984375,61177.25,61229.30078125,0
2026-02-18 11:15:00,61230.6015625,61295.8984375,61174.6484375,61285.19921875,0
2026-02-18 12:15:00,61284.6015625,61356.55078125,61253.44921875,61342.5,0
2026-02-18 13:15:00,61343.44921875,61381.5,61246.30078125,61374.94921875,0
2026-02-18 14:15:00,61375.1015625,61596.1015625,61361.6484375,61554.30078125,0
2026-02-18 15:15:00,61552.8984375,61571.8515625,61520.3984375,61520.3984375,0
2026-02-19 09:15:00,61662.75,61668.5,61370.5,61378.3515625,0
2026-02-19 10:15:00,61378.8984375,61403.6484375,61255.8515625,61322.1484375,0
2026-02-19 11:15:00,61321.6015625,61341.1015625,61066.69921875,61069.80078125,0
2026-02-19 12:15:00,61066.5,61156.6015625,60959.6015625,61098.6484375,0
2026-02-19 13:15:00,61096.6484375,61116.5,60913.6015625,60986.30078125,0
