datetime,open,high,low,close,volume
2026-02-16 09:15:00,25427.44921875,25491.94921875,25376.05078125,25472.25,0
2026-02-16 09:30:00,25473.55078125,25527.5,25458.150390625,25460.75,0
2026-02-16 09:45:00,25460.25,25497.94921875,25431.900390625,25496.650390625,0
2026-02-16 10:00:00,25497.5,25555.849609375,25497.5,25551.44921875,0
2026-02-16 10:15:00,25551.44921875,25561.150390625,25518.900390625,25525.849609375,0
2026-02-16 10:30:00,25526.19921875,25540.25,25520.5,25526.25,0
2026-02-16 10:45:00,25526.44921875,25536.0,25508.19921875,25523.05078125,0
2026-02-16 11:00:00,25523.55078125,25537.099609375,25507.150390625,25534.55078125,0
2026-02-16 11:15:00,25533.849609375,25547.150390625,25511.349609375,25517.80078125,0
2026-02-16 11:30:00,25518.099609375,25531.55078125,25513.599609375,25523.650390625,0
2026-02-16 11:45:00,25521.05078125,25529.650390625,25503.05078125,25529.099609375,0
2026-02-16 12:00:00,25529.099609375,25555.19921875,25528.849609375,25545.69921875,0
2026-02-16 12:15:00,25545.400390625,25576.05078125,25532.94921875,25576.05078125,0
2026-02-16 12:30:00,25576.400390625,25590.5,25572.0,25577.80078125,0
2026-02-16 12:45:00,25578.94921875,25582.349609375,25550.650390625,25556.849609375,0
2026-02-16 13:00:00,25556.599609375,25584.849609375,25555.19921875,25571.349609375,0
2026-02-16 13:15:00,25571.44921875,25584.0,25564.349609375,25581.69921875,0
2026-02-16 13:30:00,25582.400390625,25593.099609375,25566.349609375,25590.599609375,0
2026-02-16 13:45:00,25590.69921875,25593.900390625,25544.849609375,25566.0,0
2026-02-16 14:00:00,25565.0,25585.400390625,25560.5,25580.349609375,0
2026-02-16 14:15:00,25581.099609375,25623.55078125,25574.0,25620.400390625,0
2026-02-16 14:30:00,25620.75,25654.80078125,25620.349609375,25646.25,0
2026-02-16 14:45:00,25645.75,25668.94921875,25639.80078125,25663.44921875,0
2026-02-16 15:00:00,25661.55078125,25695.849609375,25661.55078125,25686.75,0
2026-02-16 15:15:00,25687.05078125,25692.75,25673.0,25682.44921875,0
2026-02-17 09:15:00,25644.5,25644.5,25570.69921875,25592.80078125,0
2026-02-17 09:30:00,25593.099609375,25644.75,25578.69921875,25642.94921875,0
2026-02-17 09:45:00,25642.19921875,25675.55078125,25632.400390625,25663.150390625,0
2026-02-17 10:00:00,25662.25,25681.400390625,25651.30078125,25679.25,0
2026-02-17 10:15:00,25679.400390625,25728.5,25666.150390625,25724.400390625,0
2026-02-17 10:30:00,25724.099609375,25730.099609375,25657.19921875,25661.30078125,0
2026-02-17 10:45:00,25661.599609375,25669.150390625,25642.75,25668.099609375,0
2026-02-17 11:00:00,25667.75,25674.94921875,25653.650390625,25673.099609375,0
2026-02-17 11:15:00,25673.94921875,25695.55078125,25669.5,25693.599609375,0
2026-02-17 11:30:00,25693.94921875,25745.349609375,25687.55078125,25722.349609375,0
2026-02-17 11:45:00,25722.75,25741.80078125,25722.599609375,25729.44921875,0
2026-02-17 12:00:00,25730.0,25737.25,25718.80078125,25721.69921875,0
2026-02-17 12:15:00,25722.55078125,25753.55078125,25721.849609375,25733.650390625,0
2026-02-17 12:30:00,25733.900390625,25741.25,25725.349609375,25738.69921875,0
2026-02-17 12:45:00,25738.25,25760.599609375,25732.19921875,25733.80078125,0
2026-02-17 13:00:00,25733.599609375,25763.900390625,25713.900390625,25736.349609375,0
2026-02-17 13:15:00,25736.25,25748.0,25725.75,25740.099609375,0
2026-02-17 13:30:00,25740.94921875,25761.94921875,25738.05078125,25744.69921875,0
2026-02-17 13:45:00,25744.80078125,25749.80078125,25696.75,25698.849609375,0
2026-02-17 14:00:00,25699.44921875,25734.150390625,25667.80078125,25670.94921875,0
2026-02-17 14:15:00,25670.69921875,25705.80078125,25662.599609375,25683.349609375,0
